subject,attribute,value
huDD1522,download_type,archive
huDD1522,archive_member_count,1
huDD1522,archive_content,name_is_genome_mumble_txt
huDD1522,member_name,genome_Ken_Mortimer_Full_20140223140859.txt
huDD1522,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDD1522,member_type,text
huDD1522,text_file_subtype,23andMe
huDD2F3F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDD2F3F,download_type,archive
huDD2F3F,archive_member_count,1
huDD2F3F,archive_content,name_is_genome_mumble_txt
huDD2F3F,member_name,genome_Full_20140318131330.txt
huDD2F3F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDD2F3F,member_type,text
huDD2F3F,text_file_subtype,23andMe
huDD5D00,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDD5D00,download_type,archive
huDD5D00,archive_member_count,1
huDD5D00,archive_content,name_is_genome_mumble_txt
huDD5D00,member_name,genome_Lauren_Welch_v4_Full_20160830190314.txt
huDD5D00,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDD5D00,member_type,text
huDD5D00,text_file_subtype,23andMe
huDD5F9B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDD5F9B,download_type,archive
huDD5F9B,archive_member_count,1
huDD5F9B,archive_content,name_is_genome_mumble_txt
huDD5F9B,member_name,genome_Richard_Fritts_Full_20140310035440.txt
huDD5F9B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDD5F9B,member_type,text
huDD5F9B,text_file_subtype,23andMe
huDD6E7A,actual_file_type_from_magic_number,"bzip2 compressed data, block size = 900k"
huDD6E7A,download_type,other
huDD6E7A,member_type_from_magic_number,"bzip2 compressed data, block size = 900k"
huDDA29F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDDA29F,download_type,archive
huDDA29F,archive_member_count,1
huDDA29F,archive_content,name_is_genome_mumble_txt
huDDA29F,member_name,genome_Ardie_David_Woodward_Full_20131111141332.txt
huDDA29F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDA29F,member_type,text
huDDA29F,text_file_subtype,23andMe
huDDD6BF,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDD6BF,download_type,text
huDDD6BF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDD6BF,member_type,text
huDDD6BF,text_file_subtype,23andMe
huDDE04F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDE04F,download_type,text
huDDE04F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDE04F,member_type,text
huDDE04F,text_file_subtype,23andMe
huDDEC1D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDDEC1D,download_type,archive
huDDEC1D,archive_member_count,1
huDDEC1D,archive_content,other_name
huDDEC1D,member_name,23andMe 2011.04.26.txt
huDDEC1D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDDEC1D,member_type,text
huDDEC1D,text_file_subtype,23andMe
huDE4E2A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDE4E2A,download_type,archive
huDE4E2A,archive_member_count,1
huDE4E2A,archive_content,name_is_genome_mumble_txt
huDE4E2A,member_name,genome_James_Melvin_Baber_Full_20120928141522.txt
huDE4E2A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDE4E2A,member_type,text
huDE4E2A,text_file_subtype,23andMe
huDF04CC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF04CC,download_type,text
huDF04CC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF04CC,member_type,text
huDF04CC,text_file_subtype,23andMe
huDF0DAF,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDF0DAF,download_type,archive
huDF0DAF,archive_member_count,1
huDF0DAF,archive_content,name_is_genome_mumble_txt
huDF0DAF,member_name,genome_Full_20130501074525.txt
huDF0DAF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF0DAF,member_type,text
huDF0DAF,text_file_subtype,23andMe
huDF6CBE,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDF6CBE,download_type,archive
huDF6CBE,archive_member_count,1
huDF6CBE,archive_content,name_is_genome_mumble_txt
huDF6CBE,member_name,genome_Stephanie_Johansen_Full_20120419163855.txt
huDF6CBE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF6CBE,member_type,text
huDF6CBE,text_file_subtype,23andMe
huDF9008,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF9008,download_type,text
huDF9008,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDF9008,member_type,text
huDF9008,text_file_subtype,23andMe
huDFBF54,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huDFBF54,download_type,archive
huDFBF54,archive_member_count,1
huDFBF54,archive_content,name_is_genome_mumble_txt
huDFBF54,member_name,genome.23&me.txt
huDFBF54,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huDFBF54,member_type,text
huDFBF54,text_file_subtype,23andMe
huE02FAC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE02FAC,download_type,text
huE02FAC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE02FAC,member_type,text
huE02FAC,text_file_subtype,23andMe
huE07725,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE07725,download_type,archive
huE07725,archive_member_count,1
huE07725,archive_content,name_is_genome_mumble_txt
huE07725,member_name,genome_Full_20140126181553.txt
huE07725,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE07725,member_type,text
huE07725,text_file_subtype,23andMe
huE0F0CE,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE0F0CE,download_type,archive
huE0F0CE,archive_member_count,1
huE0F0CE,archive_content,name_is_genome_mumble_txt
huE0F0CE,member_name,genome_Sarah_DuCloux_Potter_Full_20140307161300.txt
huE0F0CE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE0F0CE,member_type,text
huE0F0CE,text_file_subtype,23andMe
huE18D82,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE18D82,download_type,text
huE18D82,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE18D82,member_type,text
huE18D82,text_file_subtype,23andMe
huE24396,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE24396,download_type,archive
huE24396,archive_member_count,1
huE24396,archive_content,name_is_genome_mumble_txt
huE24396,member_name,genome_chris_jansen_Full_20110726145600.txt
huE24396,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE24396,member_type,text
huE24396,text_file_subtype,23andMe
huE2CAA6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE2CAA6,download_type,archive
huE2CAA6,archive_member_count,1
huE2CAA6,archive_content,name_is_genome_mumble_txt
huE2CAA6,member_name,genome_Jill_W__Full_20121011080746.txt
huE2CAA6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE2CAA6,member_type,text
huE2CAA6,text_file_subtype,23andMe
huE2D0CA,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE2D0CA,download_type,text
huE2D0CA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE2D0CA,member_type,text
huE2D0CA,text_file_subtype,23andMe
huE2EAB7,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE2EAB7,download_type,archive
huE2EAB7,archive_member_count,1
huE2EAB7,archive_content,other_name
huE2EAB7,member_name,exome_genotype.txt
huE2EAB7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE2EAB7,member_type,text
huE2EAB7,text_file_subtype,23andMe
huE30103,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE30103,download_type,text
huE30103,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE30103,member_type,text
huE30103,text_file_subtype,23andMe
huE308D1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE308D1,download_type,archive
huE308D1,archive_member_count,1
huE308D1,archive_content,other_name
huE308D1,member_name,20110211 23andMe.txt
huE308D1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE308D1,member_type,text
huE308D1,text_file_subtype,23andMe
huE31062,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE31062,download_type,archive
huE31062,archive_member_count,1
huE31062,archive_content,name_is_genome_mumble_txt
huE31062,member_name,genome_David_Long_Full_20110503221536.txt
huE31062,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE31062,member_type,text
huE31062,text_file_subtype,23andMe
huE34B72,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE34B72,download_type,archive
huE34B72,archive_member_count,1
huE34B72,archive_content,name_is_genome_mumble_txt
huE34B72,member_name,genome_Heather_Shaffer_Full_20141102111234.txt
huE34B72,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE34B72,member_type,text
huE34B72,text_file_subtype,23andMe
huE35226,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE35226,download_type,text
huE35226,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE35226,member_type,text
huE35226,text_file_subtype,23andMe
huE43A48,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE43A48,download_type,text
huE43A48,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE43A48,member_type,text
huE43A48,text_file_subtype,23andMe
huE4CA90,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE4CA90,download_type,text
huE4CA90,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE4CA90,member_type,text
huE4CA90,text_file_subtype,23andMe
huE4DAE4,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE4DAE4,download_type,text
huE4DAE4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE4DAE4,member_type,text
huE4DAE4,text_file_subtype,23andMe
huE57FEC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE57FEC,download_type,text
huE57FEC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE57FEC,member_type,text
huE57FEC,text_file_subtype,23andMe
huE58004,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE58004,download_type,archive
huE58004,archive_member_count,1
huE58004,archive_content,name_is_genome_mumble_txt
huE58004,member_name,genome_Courtney_Scott_Full_20120703094238.txt
huE58004,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE58004,member_type,text
huE58004,text_file_subtype,23andMe
huE6E6C9,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE6E6C9,download_type,archive
huE6E6C9,archive_member_count,1
huE6E6C9,archive_content,name_is_genome_mumble_txt
huE6E6C9,member_name,genome_Aimee_Haynes_Full_20160426112327.txt
huE6E6C9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE6E6C9,member_type,text
huE6E6C9,text_file_subtype,23andMe
huE7765D,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE7765D,download_type,text
huE7765D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE7765D,member_type,text
huE7765D,text_file_subtype,23andMe
huE77B10,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE77B10,download_type,archive
huE77B10,archive_member_count,1
huE77B10,archive_content,name_is_genome_mumble_txt
huE77B10,member_name,genome_Daniel_Olson_Full_20140303205313.txt
huE77B10,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE77B10,member_type,text
huE77B10,text_file_subtype,23andMe
huE86317,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE86317,download_type,archive
huE86317,archive_member_count,1
huE86317,archive_content,name_is_genome_mumble_txt
huE86317,member_name,genome_Finnegan_Marsh_Full_20140528100215.txt
huE86317,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE86317,member_type,text
huE86317,text_file_subtype,23andMe
huE8E021,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE8E021,download_type,text
huE8E021,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE8E021,member_type,text
huE8E021,text_file_subtype,23andMe
huE9E383,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE9E383,download_type,archive
huE9E383,archive_member_count,1
huE9E383,archive_content,name_is_genome_mumble_txt
huE9E383,member_name,genome_simon_convey_Full_20130516103652.txt
huE9E383,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE9E383,member_type,text
huE9E383,text_file_subtype,23andMe
huE9E777,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE9E777,download_type,archive
huE9E777,archive_member_count,1
huE9E777,archive_content,name_is_genome_mumble_txt
huE9E777,member_name,genome_Craig_Otterness_Full_20111010114228.txt
huE9E777,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE9E777,member_type,text
huE9E777,text_file_subtype,23andMe
huE9EECA,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huE9EECA,download_type,archive
huE9EECA,archive_member_count,1
huE9EECA,archive_content,name_is_genome_mumble_txt
huE9EECA,member_name,genome_John_Williams_Full_20160215160820.txt
huE9EECA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huE9EECA,member_type,text
huE9EECA,text_file_subtype,23andMe
huEAA57B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huEAA57B,download_type,archive
huEAA57B,archive_member_count,1
huEAA57B,archive_content,name_is_genome_mumble_txt
huEAA57B,member_name,genome_Karl_Sackett_Full_20110627213323.txt
huEAA57B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEAA57B,member_type,text
huEAA57B,text_file_subtype,23andMe
huEAE6C8,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEAE6C8,download_type,text
huEAE6C8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEAE6C8,member_type,text
huEAE6C8,text_file_subtype,23andMe
huEB7771,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEB7771,download_type,text
huEB7771,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEB7771,member_type,text
huEB7771,text_file_subtype,23andMe
huEBD467,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEBD467,download_type,text
huEBD467,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEBD467,member_type,text
huEBD467,text_file_subtype,23andMe
huEC25A2,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEC25A2,download_type,text
huEC25A2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEC25A2,member_type,text
huEC25A2,text_file_subtype,23andMe
huEC6EEC,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEC6EEC,download_type,text
huEC6EEC,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEC6EEC,member_type,text
huEC6EEC,text_file_subtype,23andMe
huED0F40,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huED0F40,download_type,archive
huED0F40,archive_member_count,1
huED0F40,archive_content,name_is_genome_mumble_txt
huED0F40,member_name,genome_James_Griepentrog_Full_20110130072650.txt
huED0F40,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huED0F40,member_type,text
huED0F40,text_file_subtype,23andMe
huEDEA65,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huEDEA65,download_type,archive
huEDEA65,archive_member_count,1
huEDEA65,archive_content,name_is_genome_mumble_txt
huEDEA65,member_name,genome_huEDEA65_Full_20121123135257.txt
huEDEA65,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEDEA65,member_type,text
huEDEA65,text_file_subtype,23andMe
huEDF7DA,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huEDF7DA,download_type,archive
huEDF7DA,archive_member_count,1
huEDF7DA,archive_content,name_is_genome_mumble_txt
huEDF7DA,member_name,genome_Sharon_Terry_Full_20120413082157.txt
huEDF7DA,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEDF7DA,member_type,text
huEDF7DA,text_file_subtype,23andMe
huEDFFA0,actual_file_type_from_magic_number,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.0, Code page: 1252, Author: Ralph J. Turner, Last Saved By: Ralph J. Turner, Name of Creating Application: Microsoft Excel, Create Time/Date: Thu May 26 17:44:28 2005, Security: 0"
huEDFFA0,download_type,other
huEDFFA0,member_type_from_magic_number,"Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.0, Code page: 1252, Author: Ralph J. Turner, Last Saved By: Ralph J. Turner, Name of Creating Application: Microsoft Excel, Create Time/Date: Thu May 26 17:44:28 2005, Security: 0"
huEEBCF4,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEEBCF4,download_type,text
huEEBCF4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEEBCF4,member_type,text
huEEBCF4,text_file_subtype,23andMe
huEF066A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEF066A,download_type,text
huEF066A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEF066A,member_type,text
huEF066A,text_file_subtype,23andMe
huEF956A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huEF956A,download_type,archive
huEF956A,archive_member_count,1
huEF956A,archive_content,name_is_genome_mumble_txt
huEF956A,member_name,genome_Jeremy_Nikolai_Full_20130814173259.txt
huEF956A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEF956A,member_type,text
huEF956A,text_file_subtype,23andMe
huEFD66A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huEFD66A,download_type,archive
huEFD66A,archive_member_count,1
huEFD66A,archive_content,name_is_genome_mumble_txt
huEFD66A,member_name,genome_Katherine_Haan_Full_20160419130840.txt
huEFD66A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huEFD66A,member_type,text
huEFD66A,text_file_subtype,23andMe
huF06AD0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF06AD0,download_type,archive
huF06AD0,archive_member_count,1
huF06AD0,archive_content,name_is_genome_mumble_txt
huF06AD0,member_name,genome_Beau_Gunderson_Full_20110307220402.txt
huF06AD0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF06AD0,member_type,text
huF06AD0,text_file_subtype,23andMe
huF0B9DB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF0B9DB,download_type,archive
huF0B9DB,archive_member_count,1
huF0B9DB,archive_content,name_is_genome_mumble_txt
huF0B9DB,member_name,genome_Joseph_Roberts_Full_20130902122603.txt
huF0B9DB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF0B9DB,member_type,text
huF0B9DB,text_file_subtype,23andMe
huF1C0BF,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF1C0BF,download_type,archive
huF1C0BF,archive_member_count,1
huF1C0BF,archive_content,name_is_genome_mumble_txt
huF1C0BF,member_name,genome_Full_20150622101700.txt
huF1C0BF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF1C0BF,member_type,text
huF1C0BF,text_file_subtype,23andMe
huF1D007,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF1D007,download_type,archive
huF1D007,archive_member_count,1
huF1D007,archive_content,name_is_genome_mumble_txt
huF1D007,member_name,genome_Shellise_Mayrant_v4_Full_20160825122903.txt
huF1D007,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF1D007,member_type,text
huF1D007,text_file_subtype,23andMe
huF2750F,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF2750F,download_type,text
huF2750F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF2750F,member_type,text
huF2750F,text_file_subtype,23andMe
huF28685,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF28685,download_type,archive
huF28685,archive_member_count,1
huF28685,archive_content,name_is_genome_mumble_txt
huF28685,member_name,genome_Gus_Carlisle_Full_20110717180054.txt
huF28685,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF28685,member_type,text
huF28685,text_file_subtype,23andMe
huF2DA6F,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF2DA6F,download_type,archive
huF2DA6F,archive_member_count,1
huF2DA6F,archive_content,name_is_genome_mumble_txt
huF2DA6F,member_name,genome_20110216160407.txt
huF2DA6F,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF2DA6F,member_type,text
huF2DA6F,text_file_subtype,23andMe
huF421B2,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF421B2,download_type,text
huF421B2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF421B2,member_type,text
huF421B2,text_file_subtype,23andMe
huF4A676,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF4A676,download_type,text
huF4A676,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF4A676,member_type,text
huF4A676,text_file_subtype,23andMe
huF5E454,actual_file_type_from_magic_number,Microsoft Word 2007+
huF5E454,download_type,other
huF5E454,member_type_from_magic_number,Microsoft Word 2007+
huF629AC,actual_file_type_from_magic_number,"gzip compressed data, extra field"
huF629AC,download_type,archive
huF629AC,archive_member_count,1
huF629AC,archive_content,gzipped data
huF629AC,member_type_from_magic_number,"Variant Call Format (VCF) version 4.1, ASCII text"
huF629AC,member_type,text
huF629AC,text_file_subtype,vcf
huF64A5B,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF64A5B,download_type,text
huF64A5B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF64A5B,member_type,text
huF64A5B,text_file_subtype,23andMe
huF6CDC1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF6CDC1,download_type,archive
huF6CDC1,archive_member_count,1
huF6CDC1,archive_content,name_is_genome_mumble_txt
huF6CDC1,member_name,genome_Amy_Feineman_Full_20120203212946.txt
huF6CDC1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF6CDC1,member_type,text
huF6CDC1,text_file_subtype,23andMe
huF7E042,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF7E042,download_type,archive
huF7E042,archive_member_count,1
huF7E042,archive_content,other_name
huF7E042,member_name,huF7E042_Full_v2_20101127114534.txt
huF7E042,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF7E042,member_type,text
huF7E042,text_file_subtype,23andMe
huF8AEC7,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF8AEC7,download_type,text
huF8AEC7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF8AEC7,member_type,text
huF8AEC7,text_file_subtype,23andMe
huF974A8,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF974A8,download_type,archive
huF974A8,archive_member_count,1
huF974A8,archive_content,name_is_genome_mumble_txt
huF974A8,member_name,genome_Ryan_Renslow_Full_20140202104037.txt
huF974A8,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF974A8,member_type,text
huF974A8,text_file_subtype,23andMe
huF99A55,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF99A55,download_type,archive
huF99A55,archive_member_count,1
huF99A55,archive_content,name_is_genome_mumble_txt
huF99A55,member_name,genome_WJR_v4_Full_20160503200137.txt
huF99A55,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF99A55,member_type,text
huF99A55,text_file_subtype,23andMe
huF9E138,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huF9E138,download_type,archive
huF9E138,archive_member_count,1
huF9E138,archive_content,name_is_genome_mumble_txt
huF9E138,member_name,genome_23andMe_07_2011.txt
huF9E138,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF9E138,member_type,text
huF9E138,text_file_subtype,23andMe
huF9E172,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF9E172,download_type,text
huF9E172,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huF9E172,member_type,text
huF9E172,text_file_subtype,23andMe
huFAA482,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFAA482,download_type,text
huFAA482,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFAA482,member_type,text
huFAA482,text_file_subtype,23andMe
huFB4F9E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFB4F9E,download_type,text
huFB4F9E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFB4F9E,member_type,text
huFB4F9E,text_file_subtype,23andMe
huFB87DF,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFB87DF,download_type,archive
huFB87DF,archive_member_count,1
huFB87DF,archive_content,other_name
huFB87DF,member_name,GFG_filtered_unphased_genotypes_23andMe.txt
huFB87DF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFB87DF,member_type,text
huFB87DF,text_file_subtype,23andMe
huFC361A,actual_file_type_from_magic_number,"PDF document, version 1.3"
huFC361A,download_type,other
huFC361A,member_type_from_magic_number,"PDF document, version 1.3"
huFC9066,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFC9066,download_type,archive
huFC9066,archive_member_count,1
huFC9066,archive_content,name_is_genome_mumble_txt
huFC9066,member_name,genome_Brandon_Abell_Full_20110726145017.txt
huFC9066,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFC9066,member_type,text
huFC9066,text_file_subtype,23andMe
huFD4AD3,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFD4AD3,download_type,archive
huFD4AD3,archive_member_count,1
huFD4AD3,archive_content,name_is_genome_mumble_txt
huFD4AD3,member_name,genome_Kay_Fellows_Full_20150217122144.txt
huFD4AD3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFD4AD3,member_type,text
huFD4AD3,text_file_subtype,23andMe
huFD847C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFD847C,download_type,archive
huFD847C,archive_member_count,1
huFD847C,archive_content,name_is_genome_mumble_txt
huFD847C,member_name,genome_Full_20121117005042.txt
huFD847C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFD847C,member_type,text
huFD847C,text_file_subtype,23andMe
huFE018E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFE018E,download_type,text
huFE018E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFE018E,member_type,text
huFE018E,text_file_subtype,23andMe
huFE71F3,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFE71F3,download_type,text
huFE71F3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFE71F3,member_type,text
huFE71F3,text_file_subtype,23andMe
huFE9B93,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFE9B93,download_type,archive
huFE9B93,archive_member_count,1
huFE9B93,archive_content,name_is_genome_mumble_txt
huFE9B93,member_name,genome_Andrew_Beeler_Full_20160320135452.txt
huFE9B93,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFE9B93,member_type,text
huFE9B93,text_file_subtype,23andMe
huFEB4D6,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFEB4D6,download_type,archive
huFEB4D6,archive_member_count,1
huFEB4D6,archive_content,name_is_genome_mumble_txt
huFEB4D6,member_name,genome_Full_20130125175325.txt
huFEB4D6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huFEB4D6,member_type,text
huFEB4D6,text_file_subtype,23andMe
huFF6AB4,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huFF6AB4,download_type,archive
huFF6AB4,archive_member_count,1
huFF6AB4,archive_content,name_is_genome_mumble_txt
